Category,Synonym,Matched CUI,Canonical Name,Keyword
Hyperglycemic,,C2345770,alanine 10.4 mg/ml / arginine 5.75 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 150 mg/ml / glycine 5.15 mg/ml / histidine 2.4 mg/ml / isoleucine 3 mg/ml / leucine 3.65 mg/ml / lysine 2.9 mg/ml / magnesium chloride 0.01 meq/ml / methionine 2 mg/ml / phenylalanine 2.8 mg/ml / proline 3.4 mg/ml / serine 2.5 mg/ml / sodium acetate trihydrate 3.4 mg/ml / sodium chloride 0.01 meq/ml / threonine 2.1 mg/ml / tryptophan 0.9 mg/ml / tyrosine 0.2 mg/ml / valine 2.9 mg/ml injectable solution,glucose
Hyperglycemic,,C2345771,alanine 10.4 mg/ml / arginine 5.75 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 150 mg/ml / glycine 5.15 mg/ml / histidine 2.4 mg/ml / isoleucine 3 mg/ml / leucine 3.65 mg/ml / lysine 2.9 mg/ml / magnesium chloride 0.01 meq/ml / methionine 2 mg/ml / phenylalanine 2.8 mg/ml / proline 3.4 mg/ml / serine 2.5 mg/ml / sodium acetate trihydrate 3.4 mg/ml / sodium chloride 0.01 meq/ml / threonine 2.1 mg/ml / tryptophan 0.9 mg/ml / tyrosine 0.2 mg/ml / valine 2.9 mg/ml [clinimix e 5/15],glucose
Hyperglycemic,,C2345773,glucose / magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium gluconate injectable solution,glucose
Hyperglycemic,,C2345774,glucose 50 mg/ml / magnesium chloride 0.00148 meq/ml / potassium chloride 0.00497 meq/ml / sodium acetate 0.027 meq/ml / sodium chloride 0.0899 meq/ml / sodium gluconate 5.02 mg/ml injectable solution,glucose
Hyperglycemic,,C2345775,glucose 50 mg/ml / magnesium chloride 0.00148 meq/ml / potassium chloride 0.00497 meq/ml / sodium acetate 0.027 meq/ml / sodium chloride 0.0899 meq/ml / sodium gluconate 5.02 mg/ml [normosol-r in 5 % dextrose],glucose
Hyperglycemic,,C2345776,glucose / magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium gluconate injectable solution [normosol-r in 5 % dextrose],glucose
Hyperglycemic,,C2345777,alanine 10.4 mg/ml / arginine 5.75 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 200 mg/ml / glycine 5.15 mg/ml / histidine 2.4 mg/ml / isoleucine 3 mg/ml / leucine 3.65 mg/ml / lysine 2.9 mg/ml / magnesium chloride 0.01 meq/ml / methionine 2 mg/ml / phenylalanine 2.8 mg/ml / proline 3.4 mg/ml / serine 2.5 mg/ml / sodium acetate trihydrate 3.4 mg/ml / sodium chloride 0.01 meq/ml / threonine 2.1 mg/ml / tryptophan 0.9 mg/ml / tyrosine 0.2 mg/ml / valine 2.9 mg/ml injectable solution,glucose
Hyperglycemic,,C2345778,alanine 10.4 mg/ml / arginine 5.75 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 200 mg/ml / glycine 5.15 mg/ml / histidine 2.4 mg/ml / isoleucine 3 mg/ml / leucine 3.65 mg/ml / lysine 2.9 mg/ml / magnesium chloride 0.01 meq/ml / methionine 2 mg/ml / phenylalanine 2.8 mg/ml / proline 3.4 mg/ml / serine 2.5 mg/ml / sodium acetate trihydrate 3.4 mg/ml / sodium chloride 0.01 meq/ml / threonine 2.1 mg/ml / tryptophan 0.9 mg/ml / tyrosine 0.2 mg/ml / valine 2.9 mg/ml [clinimix e 5/20],glucose
Hyperglycemic,,C2345779,alanine 10.4 mg/ml / arginine 5.75 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 250 mg/ml / glycine 5.15 mg/ml / histidine 2.4 mg/ml / isoleucine 3 mg/ml / leucine 3.65 mg/ml / lysine 2.9 mg/ml / magnesium chloride 0.01 meq/ml / methionine 2 mg/ml / phenylalanine 2.8 mg/ml / proline 3.4 mg/ml / serine 2.5 mg/ml / sodium acetate trihydrate 3.4 mg/ml / sodium chloride 0.01 meq/ml / threonine 2.1 mg/ml / tryptophan 0.9 mg/ml / tyrosine 0.2 mg/ml / valine 2.9 mg/ml injectable solution,glucose
Hyperglycemic,,C2345780,alanine 10.4 mg/ml / arginine 5.75 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 250 mg/ml / glycine 5.15 mg/ml / histidine 2.4 mg/ml / isoleucine 3 mg/ml / leucine 3.65 mg/ml / lysine 2.9 mg/ml / magnesium chloride 0.01 meq/ml / methionine 2 mg/ml / phenylalanine 2.8 mg/ml / proline 3.4 mg/ml / serine 2.5 mg/ml / sodium acetate trihydrate 3.4 mg/ml / sodium chloride 0.01 meq/ml / threonine 2.1 mg/ml / tryptophan 0.9 mg/ml / tyrosine 0.2 mg/ml / valine 2.9 mg/ml [clinimix e 5/25],glucose
Hyperglycemic,,C2345937,glucose 50 mg/ml / magnesium acetate 0.0015 meq/ml / potassium acetate 0.013 meq/ml / sodium chloride 0.04 meq/ml injectable solution,glucose
Hyperglycemic,,C2345939,glucose 50 mg/ml / magnesium acetate 0.0015 meq/ml / potassium acetate 0.013 meq/ml / sodium chloride 0.04 meq/ml [plasma-lyte 56 in 5 % dextrose],glucose
Hyperglycemic,,C2345940,glucose / magnesium acetate / potassium acetate / sodium chloride injectable solution [plasma-lyte 56 in 5 % dextrose],glucose
Hyperglycemic,,C2346355,"glucose / magnesium chloride / potassium chloride / potassium phosphate / sodium acetate / sodium chloride / sodium gluconate / sodium phosphate, dibasic injectable solution",glucose
Hyperglycemic,,C2346356,"glucose 50 mg/ml / magnesium chloride 0.00148 meq/ml / monobasic potassium phosphate 0.0082 mg/ml / potassium chloride 0.00497 meq/ml / sodium acetate 0.0272 meq/ml / sodium chloride 0.0906 meq/ml / sodium gluconate 5 mg/ml / sodium phosphate, dibasic 0.12 mg/ml injectable solution",glucose
Hyperglycemic,,C2346357,"glucose 50 mg/ml / magnesium chloride 0.00148 meq/ml / monobasic potassium phosphate 0.0082 mg/ml / potassium chloride 0.00497 meq/ml / sodium acetate 0.0272 meq/ml / sodium chloride 0.0906 meq/ml / sodium gluconate 5 mg/ml / sodium phosphate, dibasic 0.12 mg/ml [isolyte s in 5 % dextrose]",glucose
Hyperglycemic,,C2346358,"glucose / magnesium chloride / potassium chloride / potassium phosphate / sodium acetate / sodium chloride / sodium gluconate / sodium phosphate, dibasic injectable solution [isolyte s in 5 % dextrose]",glucose
Hyperglycemic,,C2349395,secondary diabetic hypoglycemia in diabetes mellitus,hypoglycemia
Hyperglycemic,,C2350189,"1-o-galloyl-3,6-(r)-hexahydroxydiphenol-beta-d-glucose",glucose
Hyperglycemic,,C2352419,"2-o-galloyl-4,6-(s)-hexahydroxydiphenol-beta-d-glucose",glucose
Hyperglycemic,,C2352508,"dtdp-3-acetamido-3,6-dideoxy-alpha-d-glucose",glucose
Hyperglycemic,,C2353867,2-glucose-snap,glucose
Hyperglycemic,,C2359933,blood glucose monitors attachment:finding:point in time:^patient:document,blood glucose
Hyperglycemic,,C2359934,blood glucose monitors attachment,blood glucose
Hyperglycemic,,C2360268,glucose:prthr:pt:stool:ord,glucose
Hyperglycemic,,C2360269,glucose:scnc:pt:bldc:qn,glucose
Hyperglycemic,,C2360270,glucose^1h post 75 g glucose po:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2360464,glucose^2.5h post dose fructose po:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2360465,glucose^1.5h post dose fructose po:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2360466,glucose^3h post dose fructose po:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2360467,glucose^2h post dose fructose po:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2361537,glucose^pre-meal:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2361538,glucose:mcnc:pt:tpn:qn,glucose
Hyperglycemic,,C2361572,glucose:scnc:pt:flu.nonbiological:qn,glucose
Hyperglycemic,,C2361581,glucose^post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2361582,glucose^post meal:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2361597,glucose^post cfst:scnc:pt:urine:qn,glucose
Hyperglycemic,,C2361848,glucose:mcnc:pt:urine:qn:test strip.automated,glucose
Hyperglycemic,,C2362900,pregnancy complicated by abnormal glucose tolerance with baby delivered,glucose
Hyperglycemic,,C2365314,glucose 50 mg/ml / magnesium chloride 0.003 meq/ml / monobasic potassium phosphate 0.00147 meq/ml / potassium chloride 0.0189 meq/ml / sodium chloride 0.002 meq/ml / sodium lactate 0.0232 meq/ml injectable solution,glucose
Hyperglycemic,,C2369180,breeze 2 (glucose) meter,glucose
Hyperglycemic,,C2369183,contour (glucose) test strip,glucose
Hyperglycemic,,C2369627,cvs blood glucose monitor,blood glucose
Hyperglycemic,,C2369628,cvs blood glucose strips,blood glucose
Hyperglycemic,,C2369646,cvs blood glucose test strip,blood glucose
Hyperglycemic,,C2584434,plasma glucose concentration,glucose
Hyperglycemic,,C2584700,300 minute plasma glucose measurement,glucose
Hyperglycemic,,C2584954,ambulatory continuous glucose monitoring of interstitial tissue fluid,glucose
Hyperglycemic,,C2584988,glucose concentration in quality control reagent,glucose
Hyperglycemic,,C2585037,240 minute plasma glucose measurement,glucose
Hyperglycemic,,C2585282,blood glucose concentration,blood glucose
Hyperglycemic,,C2585875,glucose- and glutathione- and hypromellose-containing product,glucose
Hyperglycemic,,C2586119,interstitial fluid glucose concentration,glucose
Hyperglycemic,,C2586234,ambulatory continuous glucose monitoring of interstitial tissue fluid with sensor placement,glucose
Hyperglycemic,,C2598075,glucose^20m post 50 g lactose po:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2598076,glucose^40m post 50 g lactose po:mcnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2598404,estimated average glucose:scnc:pt:bld:qn:estimated from glycated hemoglobin,glucose
Hyperglycemic,,C2598578,glucose^4 am specimen:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2598579,glucose^pre dose betaxolol:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2598580,glucose^2h post dose betaxolol:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2598585,glucose^2.5h post dose betaxolol:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2598586,glucose^15m pre dose betaxolol:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2598587,glucose^3h post dose betaxolol:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2598588,glucose^30m post dose betaxolol:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2598589,glucose^30m pre dose betaxolol:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2598590,glucose^45m post dose betaxolol:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2598591,glucose^1h post dose betaxolol:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2598592,glucose^1.5h post dose betaxolol:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2599100,glucose tetrasaccharide/creatinine:srto:pt:urine:qn,glucose
Hyperglycemic,,C2599101,glucose tetrasaccharide/creatinine,glucose
Hyperglycemic,,C2599710,cell count & differential panel with glucose & protein,glucose
Hyperglycemic,,C2599779,glucose and protein,glucose
Hyperglycemic,,C2606059,6-o-octanoyl-d-glucose,glucose
Hyperglycemic,,C2606407,"thg1l protein, human",glucose
Hyperglycemic,,C2607836,glucose [mass or molecules/volume] in serum or plasma,glucose
Hyperglycemic,,C2607837,glucose [mass or molecules/volume] in urine,glucose
Hyperglycemic,,C2607838,glucose [mass or molecules/volume] in serum or plasma --post cfst,glucose
Hyperglycemic,,C2607839,insulin^pre or post dose glucose:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2608160,true2go glucose meter,glucose
Hyperglycemic,,C2608161,trueresult glucose meter,glucose
Hyperglycemic,,C2609565,optium plus (glucose) test strip,glucose
Hyperglycemic,,C2611679,udp-glucose:4-aminobenzoate acylglucosyltransferase activity,glucose
Hyperglycemic,,C2611680,udp-glucose:p-aminobenzoate acylglucosyltransferase activity,glucose
Hyperglycemic,,C2611681,udp-glucose:p-aminobenzoate glucosyltransferase activity,glucose
Hyperglycemic,,C2611682,udp-glucose:paba acylglucosyltransferase activity,glucose
Hyperglycemic,,C2611726,adp-glucose pyrophosphohydrolase activity,glucose
Hyperglycemic,,C2612126,regulation of glucose transport,glucose
Hyperglycemic,,C2612127,positive regulation of glucose transport,glucose
Hyperglycemic,,C2612128,negative regulation of glucose transport,glucose
Hyperglycemic,,C2612211,regulation of udp-glucose catabolic process,glucose
Hyperglycemic,,C2612212,negative regulation of udp-glucose catabolic process,glucose
Hyperglycemic,,C2612213,regulation of glucose metabolic process,glucose
Hyperglycemic,,C2612214,positive regulation of glucose metabolic process,glucose
Hyperglycemic,,C2632021,sarcoglottis sp. heidelberg bg 120137,BG
Hyperglycemic,,C2632814,epimedium sp. bg-2008a,BG
Hyperglycemic,,C2632815,epimedium sp. bg-2008b,BG
Hyperglycemic,,C2649223,bacillus sp. bg-b1,BG
Hyperglycemic,,C2649224,bacillus sp. bg-b109,BG
Hyperglycemic,,C2649225,bacillus sp. bg-b18,BG
Hyperglycemic,,C2649226,bacillus sp. bg-b27,BG
Hyperglycemic,,C2649227,bacillus sp. bg-b29,BG
Hyperglycemic,,C2649234,lysinibacillus sp. bg-b112,BG
Hyperglycemic,,C2655217,diplommatina sp. bg,BG
Hyperglycemic,,C2658669,clostridium sp. bg-c122,BG
Hyperglycemic,,C2658670,clostridium sp. bg-c124,BG
Hyperglycemic,,C2658671,clostridium sp. bg-c130,BG
Hyperglycemic,,C2658672,clostridium sp. bg-c131,BG
Hyperglycemic,,C2658673,clostridium sp. bg-c151,BG
Hyperglycemic,,C2658674,clostridium sp. bg-c36,BG
Hyperglycemic,,C2658675,clostridium sp. bg-c4,BG
Hyperglycemic,,C2658676,clostridium sp. bg-c51,BG
Hyperglycemic,,C2658677,clostridium sp. bg-c66,BG
Hyperglycemic,,C2658678,clostridium sp. bg-c8,BG
Hyperglycemic,,C2658679,clostridium sp. bg-c9,BG
Hyperglycemic,,C2666085,epimedium sp. bg-2009,BG
Hyperglycemic,,C2673637,hypo- and demyelination of the brain,hypo
Hyperglycemic,,C2676338,transient neonatal hypoglycemia (2p21del),hypoglycemia
Hyperglycemic,,C2676663,hypo- or areflexia,hypo
Hyperglycemic,,C2677501,fasting plasma glucose level quantitative trait locus 1,glucose
Hyperglycemic,,C2682818,prodigy voice blood glucose monitoring system,blood glucose
Hyperglycemic,,C2683373,fora v12 blood glucose monitoring system,blood glucose
Hyperglycemic,,C2683374,fora v10 blood glucose meter,blood glucose
Hyperglycemic,,C2683375,fora d10 blood glucose test strips,blood glucose
Hyperglycemic,,C2683376,fora v12 blood glucose test strips,blood glucose
Hyperglycemic,,C2683377,fora v22 blood glucose monitoring system,blood glucose
Hyperglycemic,,C2683580,fora v10 blood glucose test strips,blood glucose
Hyperglycemic,,C2684090,precision pcx plus (glucose) test strip,glucose
Hyperglycemic,,C2684139,accutrend (glucose) test strip,glucose
Hyperglycemic,,C2684475,glucose 254 mg/ml,glucose
Hyperglycemic,,C2684476,glucose 254 mg/ml oral solution,glucose
Hyperglycemic,,C2697505,glucose to creatinine ratio measurement,glucose
Hyperglycemic,,C2699249,slc5a1 wt allele,glucose
Hyperglycemic,,C2703060,elevated random blood glucose level,blood glucose
Hyperglycemic,,C2706793,cell count & differential panel with glucose & protein:-:pt:csf:qn,glucose
Hyperglycemic,,C2706797,cell count & differential panel with glucose & protein:-:pt:body fld:-,glucose
Hyperglycemic,,C2706809,protein & glucose panel:mcnc:pt:body fld:qn,glucose
Hyperglycemic,,C2706811,glucose^10m pre dose glucagon:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706812,glucose^15m post dose glucagon:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706813,glucose^15m pre dose glucagon:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706814,glucose^20m post dose glucagon:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706815,glucose^2m post dose glucagon:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706816,glucose^4m post dose glucagon:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706817,glucose^5m pre dose glucagon:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706818,glucose^6m post dose glucagon:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706819,glucose^8m post dose glucagon:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706820,glucose^pre dose insulin iv:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706821,glucose^2 hours post dose insulin intravenous:substance concentration:point in time:serum/plasma:quantitative,glucose
Hyperglycemic,,C2706822,glucose^2 1/2 hours post dose insulin intravenous:substance concentration:point in time:serum/plasma:quantitative,glucose
Hyperglycemic,,C2706823,glucose^15 minutes post dose insulin intravenous:substance concentration:point in time:serum/plasma:quantitative,glucose
Hyperglycemic,,C2706824,glucose^15m pre dose insulin iv:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706825,glucose^3h pre dose insulin iv:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706826,glucose^30 minutes post dose insulin intravenous:substance concentration:point in time:serum/plasma:quantitative,glucose
Hyperglycemic,,C2706827,glucose^45m post dose insulin intravenous:substance concentration:point in time:serum/plasma:quantitative,glucose
Hyperglycemic,,C2706828,glucose^1 hour post dose insulin intravenous:substance concentration:point in time:serum/plasma:quantitative,glucose
Hyperglycemic,,C2706829,glucose^1.3h post dose insulin iv:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706830,glucose^1.5h post dose insulin iv:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706831,glucose^pre dose ornithine alpha-ketoglutarate:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706832,glucose^2h post dose ornithine alpha-ketoglutarate:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706833,glucose^2.5h post dose ornithine alpha-ketoglutarate:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706834,glucose^15m post dose ornithine alpha-ketoglutarate:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706835,glucose^15m pre dose ornithine alpha-ketoglutarate:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706836,glucose^3h post dose ornithine alpha-ketoglutarate:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706837,glucose^30m post dose ornithine alpha-ketoglutarate:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706838,glucose^45m post dose ornithine alpha-ketoglutarate:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706839,glucose^1h post dose ornithine alpha-ketoglutarate:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706840,glucose^1.5h post dose ornithine alpha-ketoglutarate:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706901,glucose^post dialysis:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706902,glucose^5th specimen post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706903,glucose^6th specimen post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706904,glucose^7th specimen post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2706905,glucose^8th specimen post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2707118,glucose^1st specimen post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2707119,glucose^10th specimen post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2707120,glucose^11th specimen post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2707121,glucose^12th specimen post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2707122,glucose^2nd specimen post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2707123,glucose^3rd specimen post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2707124,glucose^4th specimen post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2707125,glucose^9th specimen post xxx challenge:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2707126,glucose^pre dose glucagon:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2707127,glucose^10m post dose glucagon:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2707235,glucose:mcnc:pt:water:qn,glucose
Hyperglycemic,,C2707236,glucose:scnc:pt:water:qn,glucose
Hyperglycemic,,C2708581,glucose^1.5h post 75 g glucose po:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2708582,glucose^45m post 75 g glucose po:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2708621,glucose^2.5h post 75 g glucose po:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2708634,protein & glucose panel:-:pt:csf:qn,glucose
Hyperglycemic,,C2708759,insulin^7m post dose glucose iv:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2708760,insulin^5m pre dose glucose:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2708761,insulin^10m pre dose glucose:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2708762,insulin^4h post dose glucose iv:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2708763,insulin^1.5h post dose glucose iv:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2708764,insulin^10m post dose glucose iv:scnc:pt:ser/plas:qn,glucose
Hyperglycemic,,C2708765,insulin^1 hour post dose glucose intravenous:substance concentration:point in time:serum/plasma:quantitative,glucose
